n_acceso,cambio,actividad,anillo,fecha,historial_actividades,estado_ciclo,observacion_caso_atipico,estado_validacion,detalle_inconsistencia,conteo_duplicados
71223,APR-00370,ILUMINACION DE ANILLO,MEADALBOAC52,2020-10-01,ILUMINACION DE ANILLO (APR-00370),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71223,APR-00387,ILUMINACION DE ANILLO,MEADALBOAC53,2020-10-07,ILUMINACION DE ANILLO (APR-00387),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71223,APR-00298,ILUMINACION DE ANILLO,MEADALBOAC49,2020-11-25,ILUMINACION DE ANILLO (C870030) → ILUMINACION DE ANILLO (APR-00298),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
71223,APR-00338,ILUMINACION DE ANILLO,MEADALBOAC50,2020-11-25,ILUMINACION DE ANILLO (C881847) → ILUMINACION DE ANILLO (APR-00338),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
71223,APR-00359,ILUMINACION DE ANILLO,MEADALBOAC41,2020-11-27,ILUMINACION DE ANILLO (C796830) → ILUMINACION DE ANILLO (APR-00359),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
71223,121034,ILUMINACION DE ANILLO,MPBBBLBOAC01,2020-12-17,ILUMINACION DE ANILLO (121034),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71223,APR-01077,ILUMINACION DE ANILLO,MEADALBOAC54,2021-02-13,ILUMINACION DE ANILLO (APR-01077),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71223,APR-02183,ILUMINACION DE ANILLO,MEADALBOAC55,2021-05-28,ILUMINACION DE ANILLO (APR-02183),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71223,APR-03175,INSTALACION,MEADALBOAC57,2021-07-27,INSTALACION (APR-03175),ACTIVO,OK,OK,,1.0
71223,APR-06076,ILUMINACION DE ANILLO,MEADALBOAC58,2022-01-21,ILUMINACION DE ANILLO (APR-06076),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71223,TAS000000165674,OTROS,MEADALBOAC51,2022-02-17,ILUMINACION DE ANILLO (OC-943543) → OTROS (TAS000000165674),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
71223,APR-09838,ILUMINACION DE ANILLO,MEADALBOAC59,2022-07-18,ILUMINACION DE ANILLO (APR-09838),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71223,APR-10303,ILUMINACION DE ANILLO,MEADALBOAC60,2022-08-09,ILUMINACION DE ANILLO (APR-10303),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71223,APR-13076,INSTALACION,MEADALBOAC61,2022-12-14,INSTALACION (APR-13076),ACTIVO,OK,OK,,1.0
71223,APR-14559,ILUMINACION DE ANILLO,MEADALBOAC62,2023-05-25,ILUMINACION DE ANILLO (APR-14559),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71223,APR-14962,ILUMINACION DE ANILLO,MEADALBOAC63,2023-07-22,ILUMINACION DE ANILLO (APR-14962),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71223,405853,ILUMINACION DE ANILLO,MECACALBOAC01,2023-07-26,ILUMINACION DE ANILLO (405853),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71223,APR-15088,ILUMINACION DE ANILLO,MEADALBOAC64,2023-08-14,ILUMINACION DE ANILLO (APR-15088),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71223,APR-15446,ILUMINACION DE ANILLO,MEADALBOAC65,2023-10-04,ILUMINACION DE ANILLO (APR-15446),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71223,APR-15735,ILUMINACION DE ANILLO,MEADALBOAC56,2023-11-21,ILUMINACION DE ANILLO (APR-15735),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71224,C585218,ILUMINACION DE ANILLO,MEACBLBOSCTU02,2020-01-31,ILUMINACION DE ANILLO (C585218) → ILUMINACION DE ANILLO (C585218),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
71225,0,ILUMINACION DE ANILLO,0,2017-02-21,ILUMINACION DE ANILLO (0),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71226,608833,ILUMINACION DE ANILLO,O,2017-04-21,ILUMINACION DE ANILLO (608833),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71226,C628454,ILUMINACION DE ANILLO,MEADALBOTE01,2017-06-27,ILUMINACION DE ANILLO (C628454),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71226,C641604,ILUMINACION DE ANILLO,MEADALBOTE03,2017-08-17,ILUMINACION DE ANILLO (C641604),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71226,C650079,ILUMINACION DE ANILLO,MEADALBOTE05,2017-09-16,ILUMINACION DE ANILLO (C650079),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71226,C665513,ILUMINACION DE ANILLO,MEADALBOTE06,2017-11-09,ILUMINACION DE ANILLO (C665513),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71226,C679005,ILUMINACION DE ANILLO,MEADALBOTE08,2017-12-27,ILUMINACION DE ANILLO (C679005),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71226,C689923,ILUMINACION DE ANILLO,MEADALBOTE09,2018-02-02,ILUMINACION DE ANILLO (C689923),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71226,C708794,ILUMINACION DE ANILLO,MEADALBOTE11,2018-04-11,ILUMINACION DE ANILLO (C708794),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71226,C709284,ILUMINACION DE ANILLO,MEACALCMTE14,2018-04-12,ILUMINACION DE ANILLO (C709284),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71226,C709285,ILUMINACION DE ANILLO,MEADALBOTE12,2018-04-16,ILUMINACION DE ANILLO (C709285),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71226,C709327,ILUMINACION DE ANILLO,MEADALBOTE13,2018-04-16,ILUMINACION DE ANILLO (C709327),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71226,C709331,ILUMINACION DE ANILLO,MEADALBOTE14,2018-04-16,ILUMINACION DE ANILLO (C709331),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71226,C709361,ILUMINACION DE ANILLO,MEADALBOTE15,2018-04-19,ILUMINACION DE ANILLO (C709361),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71226,C710191,ILUMINACION DE ANILLO,MEADALBOTE16,2018-04-23,ILUMINACION DE ANILLO (C710191),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71226,C711349,ILUMINACION DE ANILLO,MEADALBOTE19,2018-04-27,ILUMINACION DE ANILLO (C711349),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71226,C717220,INSTALACION,MECACALBOCE17,2018-05-07,INSTALACION (C717220),ACTIVO,OK,OK,,1.0
71226,C733865,INSTALACION,MEADARBOTE01_L.dwg,2018-07-09,INSTALACION (C733865),ACTIVO,OK,OK,,1.0
71226,C739204,ILUMINACION DE ANILLO,MEADARBOTE02,2018-07-30,ILUMINACION DE ANILLO (C739204),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71226,C776034,ILUMINACION DE ANILLO,MEADALBOTE26,2018-12-10,ILUMINACION DE ANILLO (C776034),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71226,C776701,ILUMINACION DE ANILLO,MEADALBOTE25,2018-12-10,ILUMINACION DE ANILLO (C776701),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71226,C778689,ILUMINACION DE ANILLO,MECACALBOTE14,2018-12-12,ILUMINACION DE ANILLO (C778689),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71226,C786079,CAMBIO NEMONICO,MEADARBOTE04,2019-01-15,CAMBIO NEMONICO (C786079),ACTIVO_CON_CAMBIO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,duplicado_3.0_veces,3.0
71226,C788822,ILUMINACION DE ANILLO,MEADALBOTE27,2019-01-16,ILUMINACION DE ANILLO (C788822),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71226,C795032,ILUMINACION DE ANILLO,MEADALBOTE28,2019-02-13,ILUMINACION DE ANILLO (C795032),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71226,C796654,ILUMINACION DE ANILLO,MEADALBOTE29,2019-02-18,ILUMINACION DE ANILLO (C796654),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71226,C805644,ILUMINACION DE ANILLO,MEADALBOTE37,2019-03-19,ILUMINACION DE ANILLO (C805644),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71226,C797682,ILUMINACION DE ANILLO,MEADALBOTE34,2019-04-15,ILUMINACION DE ANILLO (C797682),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71226,C808067,ILUMINACION DE ANILLO,MEADALBOTE38,2019-04-15,ILUMINACION DE ANILLO (C808067),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71226,C812819,ILUMINACION DE ANILLO,MEADALBOTE39,2019-04-23,ILUMINACION DE ANILLO (C812819),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71226,C821744,ILUMINACION DE ANILLO,MEADALBOTE40,2019-05-16,ILUMINACION DE ANILLO (C821744),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71226,C826321,ILUMINACION DE ANILLO,MEADALBOTE41,2019-05-31,ILUMINACION DE ANILLO (C826321),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71226,OC-833070,INSTALACION,MEADALBOTE46,2020-04-07,INSTALACION (OC-833070),ACTIVO,OK,OK,,1.0
71226,APR-00121,ILUMINACION DE ANILLO,MEADALBOTE36,2020-07-07,ILUMINACION DE ANILLO (C798527) → ILUMINACION DE ANILLO (APR-00121),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
71226,APR-00114,ILUMINACION DE ANILLO,MEACALAVTE01,2020-07-08,ILUMINACION DE ANILLO (C770389) → ILUMINACION DE ANILLO (APR-00114),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
71226,APR-00120,INSTALACION,MEADALBOTE31,2020-07-08,ILUMINACION DE ANILLO (C796720) → ILUMINACION DE ANILLO (APR-00149) → INSTALACION (APR-00120),ACTIVO_CON_CAMBIO,OK,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
71226,APR-00156,ILUMINACION DE ANILLO,MEADALBOTE47,2020-07-10,ILUMINACION DE ANILLO (APR-00156),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71226,C776071,ILUMINACION DE ANILLO,MEADALBOTE24,2020-08-06,ILUMINACION DE ANILLO (C776071) → ILUMINACION DE ANILLO (APR-00149) → ILUMINACION DE ANILLO (C776071),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
71226,APR-00239,ILUMINACION DE ANILLO,MEADALBOTE48,2020-09-02,ILUMINACION DE ANILLO (APR-00239),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71226,APR-00135,ILUMINACION DE ANILLO,MEADALBOTE42,2020-09-10,ILUMINACION DE ANILLO (C842970) → ILUMINACION DE ANILLO (APR-00135),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
71226,APR-00415,ILUMINACION DE ANILLO,MEACALAVTE02,2020-10-31,ILUMINACION DE ANILLO (APR-00415),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71226,C868064,ILUMINACION DE ANILLO,MEADALBOTE44,2020-11-23,ILUMINACION DE ANILLO (C868064) → ILUMINACION DE ANILLO (C868064),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
71226,APR-00301,INSTALACION,MEADALBOTE45,2020-11-25,ILUMINACION DE ANILLO (C871345) → INSTALACION (APR-00301),ACTIVO_CON_CAMBIO,OK,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
71226,APR-00345,ILUMINACION DE ANILLO,MEADALBOTE32,2020-11-26,ILUMINACION DE ANILLO (C806447) → ILUMINACION DE ANILLO (APR-00345),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
71226,APR-00357,ILUMINACION DE ANILLO,MEADALBOTE33,2020-11-30,ILUMINACION DE ANILLO (C797679) → ILUMINACION DE ANILLO (APR-00357),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
71226,APR-01461,ILUMINACION DE ANILLO,MEADALBOTE50,2021-04-19,ILUMINACION DE ANILLO (APR-01461),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71226,APR-03065,ILUMINACION DE ANILLO,MEADALBOTE51,2021-07-21,ILUMINACION DE ANILLO (APR-03065),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71226,APR-07208,ILUMINACION DE ANILLO,MEACALAVTE03,2022-03-17,ILUMINACION DE ANILLO (APR-07208),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71226,APR-13987,ILUMINACION DE ANILLO,MEADALBOTE53,2023-03-09,ILUMINACION DE ANILLO (APR-13987),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71226,APR-14683,ILUMINACION DE ANILLO,MEADALBOTE54,2023-06-14,ILUMINACION DE ANILLO (APR-14683),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71226,APR-15046,ILUMINACION DE ANILLO,MEADALBOTE55,2023-08-03,ILUMINACION DE ANILLO (APR-15046),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71226,APR-15375,ILUMINACION DE ANILLO,MEADALBOTE56,2023-10-04,ILUMINACION DE ANILLO (APR-15375),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71226,APR-15689,ILUMINACION DE ANILLO,MEACALAVTE04,2023-11-17,ILUMINACION DE ANILLO (APR-15689),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71226,APR-15934,ILUMINACION DE ANILLO,MEADALBOTE57,2024-01-16,ILUMINACION DE ANILLO (APR-15934),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71226,APR-16036,ILUMINACION DE ANILLO,MEADALBOTE58,2024-02-13,ILUMINACION DE ANILLO (APR-16036),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71226,APR-16398,ILUMINACION DE ANILLO,MEADALBOTE59,2024-05-20,ILUMINACION DE ANILLO (APR-16398),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71226,APR-16615,ILUMINACION DE ANILLO,MEADALBOTE60,2024-07-26,ILUMINACION DE ANILLO (APR-16615),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71226_45_3/71226_111_1_1,335898,INSTALACION,MEACALBOTE01,2022-11-23,INSTALACION (335898),ACTIVO,OK,OK,,1.0
71227,C880568,ILUMINACION DE ANILLO,MEACBLBOSJMP02,2020-01-31,ILUMINACION DE ANILLO (C615048) → ILUMINACION DE ANILLO (C880568),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
71228,C622056,ILUMINACION DE ANILLO,MEACBLBONODP02,2017-06-01,ILUMINACION DE ANILLO (C622056),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71230,619815,ILUMINACION DE ANILLO,0,2017-08-04,ILUMINACION DE ANILLO (619815),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71230,C638034,ILUMINACION DE ANILLO,MEADALBOOUTPA,2017-08-15,ILUMINACION DE ANILLO (C638034),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71230,C643873,ILUMINACION DE ANILLO,MEADALBOPA10,2017-08-25,ILUMINACION DE ANILLO (C643873),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71230,C651683,ILUMINACION DE ANILLO,MEADALBOPA12,2017-09-22,ILUMINACION DE ANILLO (C651683),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71230,C756786,ILUMINACION DE ANILLO,MEADALBOPA25,2018-10-01,ILUMINACION DE ANILLO (C756786),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71230,C848948,ILUMINACION DE ANILLO,MEADALBOPA45,2019-08-27,ILUMINACION DE ANILLO (C848948),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71230,APR-16333,ILUMINACION DE ANILLO,MEADALBOPA62,2024-04-30,ILUMINACION DE ANILLO (APR-16333),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71231,641985,ILUMINACION DE ANILLO,0,2017-08-15,ILUMINACION DE ANILLO (641985),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71231,C648792,ILUMINACION DE ANILLO,MEADALBOKE18,2017-10-18,ILUMINACION DE ANILLO (C648792),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71231,C659285,ILUMINACION DE ANILLO,MEADALBOKE23,2017-10-19,ILUMINACION DE ANILLO (C659285),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71231,C659307,ILUMINACION DE ANILLO,MEADALBOKE22,2017-10-19,ILUMINACION DE ANILLO (C659307),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71231,C659860,ILUMINACION DE ANILLO,MEADALBOKE24,2017-10-23,ILUMINACION DE ANILLO (C659860),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71231,C666840,ILUMINACION DE ANILLO,MEADALBOKE26,2017-11-14,ILUMINACION DE ANILLO (C666840),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71231,C669917,ILUMINACION DE ANILLO,MECACALBOKE01,2017-11-27,ILUMINACION DE ANILLO (C669917),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71231,C695134,INSTALACION,MEADALBOKE28_L,2018-02-17,INSTALACION (C695134),ACTIVO,OK,OK,,1.0
71231,C736325,ILUMINACION DE ANILLO,MEADARBOKE01,2018-07-18,ILUMINACION DE ANILLO (C736325),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71231,C751949,ILUMINACION DE ANILLO,MEACALAVKE05,2018-09-13,ILUMINACION DE ANILLO (C751949),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71231,C767112,ILUMINACION DE ANILLO,MEADALBOKE34,2018-11-15,ILUMINACION DE ANILLO (C767112),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71231,C774704,ILUMINACION DE ANILLO,MEADALBOKE41,2018-12-05,ILUMINACION DE ANILLO (C774704),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71231,C773820,ILUMINACION DE ANILLO,MEADALBOKE45,2018-12-21,ILUMINACION DE ANILLO (C773820),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71231,C774578,ILUMINACION DE ANILLO,MEADALBOKE44,2018-12-21,ILUMINACION DE ANILLO (C774578),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71231,C782571,ILUMINACION DE ANILLO,MEADALBOKE46,2018-12-26,ILUMINACION DE ANILLO (C782571),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71231,C784633,ILUMINACION DE ANILLO,MEADALBOKE48,2019-01-02,ILUMINACION DE ANILLO (C784633),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71231,C785505,ILUMINACION DE ANILLO,MEADALBOKE51,2019-02-04,ILUMINACION DE ANILLO (C785505),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71231,C792400,ILUMINACION DE ANILLO,MEADALBOKE56,2019-02-11,ILUMINACION DE ANILLO (C792400),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71231,C795884,ILUMINACION DE ANILLO,MEADALBOKE58,2019-02-13,ILUMINACION DE ANILLO (C795884),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71231,C812213,ILUMINACION DE ANILLO,MEADALBOKE59,2019-04-11,ILUMINACION DE ANILLO (C812213),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71231,C820553,ILUMINACION DE ANILLO,MEADALBOKE67,2019-05-24,ILUMINACION DE ANILLO (C820553),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71231,C820733,ILUMINACION DE ANILLO,MEADALBOKE65,2019-05-24,ILUMINACION DE ANILLO (C820733),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71231,C826324,ILUMINACION DE ANILLO,MEADALBOKE73,2019-06-08,ILUMINACION DE ANILLO (C826324),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71231,C826537,ILUMINACION DE ANILLO,MEADALBOKE74,2019-06-08,ILUMINACION DE ANILLO (C826537),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71231,C826543,ILUMINACION DE ANILLO,MEADALBOKE70,2019-06-10,ILUMINACION DE ANILLO (C826543),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71231,C826544,ILUMINACION DE ANILLO,MEADALBOKE71,2019-06-10,ILUMINACION DE ANILLO (C826544),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71231,C827718,ILUMINACION DE ANILLO,MEADALBOKE72,2019-06-14,ILUMINACION DE ANILLO (C827718),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71231,C843846,ILUMINACION DE ANILLO,MEADALBOKE78,2019-08-08,ILUMINACION DE ANILLO (C843846),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71231,C841827,ILUMINACION DE ANILLO,MEADALBOKE77,2019-08-12,ILUMINACION DE ANILLO (C841827),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71231,C856930,ILUMINACION DE ANILLO,MEADARBOKE03,2019-09-26,ILUMINACION DE ANILLO (C856930),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71231,APR-00118,ILUMINACION DE ANILLO,MEACALAVKE07,2020-07-02,ILUMINACION DE ANILLO (C789842) → ILUMINACION DE ANILLO (APR-00118),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
71231,APR-00116,ILUMINACION DE ANILLO,MEADALBOKE50,2020-07-04,ILUMINACION DE ANILLO (C782531) → ILUMINACION DE ANILLO (C782531) → ILUMINACION DE ANILLO (APR-00116),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
71231,APR-00136,ILUMINACION DE ANILLO,MEADALBOKE53,2020-08-28,ILUMINACION DE ANILLO (C752091) → ILUMINACION DE ANILLO (APR-00136),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
71231,APR-00132,ILUMINACION DE ANILLO,MEADALBOKE68,2020-09-08,ILUMINACION DE ANILLO (C820599) → ILUMINACION DE ANILLO (APR-00132),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,duplicado_2.0_veces | historial_con_caracteres_extraños,2.0
71231,APR-00137,INSTALACION,MEADALBOKE75,2020-09-29,ILUMINACION DE ANILLO (C834796) → INSTALACION (APR-00137),ACTIVO_CON_CAMBIO,OK,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
71231,APR-00416,ILUMINACION DE ANILLO,MEACALAVKE08,2020-10-31,ILUMINACION DE ANILLO (APR-00416),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71231,APR-00423,ILUMINACION DE ANILLO,MEACALAVBS05,2020-11-10,ILUMINACION DE ANILLO (APR-00423),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71231,C867367,ILUMINACION DE ANILLO,MEADALBOKE79,2020-11-23,ILUMINACION DE ANILLO (C867367) → ILUMINACION DE ANILLO (C867367),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
71231,APR-01426,ILUMINACION DE ANILLO,MEADALBOKE83,2021-03-29,ILUMINACION DE ANILLO (APR-01426),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71231,APR-03686,ILUMINACION DE ANILLO,MEADALBOKE85,2021-08-19,ILUMINACION DE ANILLO (APR-03686),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71231,OC-951598PRUEBA,INSTALACION,xxxxxx,2021-11-10,INSTALACION (OC-951598PRUEBA),ACTIVO,OK,OK,,1.0
71231,APR-09598,ILUMINACION DE ANILLO,MEADALBOKE87,2022-07-07,ILUMINACION DE ANILLO (APR-09598),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71231,APR-11707,ILUMINACION DE ANILLO,MEADALBOKE88,2022-10-14,ILUMINACION DE ANILLO (APR-11707),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71231,APR-13038,INSTALACION,MEACALAVKE10,2022-12-15,INSTALACION (APR-13038),ACTIVO,OK,OK,,1.0
71231,APR-14488,ILUMINACION DE ANILLO,MEADALBOKE92,2023-05-17,ILUMINACION DE ANILLO (APR-14488),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71231,APR-13953,INSTALACION,MEADALBOKE90,2023-05-24,ILUMINACION DE ANILLO (APR-13953) → INSTALACION (APR-13953),ACTIVO_CON_CAMBIO,OK,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
71231,OC-1972069,INSTALACION,FDACALBOKENVIEW02,2024-09-20,INSTALACION (OC-1972069),ACTIVO,OK,OK,,1.0
71231,APR-17200,INSTALACION,MEADALBOKE94,2026-03-05,INSTALACION (APR-17200),ACTIVO,OK,OK,,1.0
71231/71231,APR-03115,INSTALACION,MEDALBOKE84,2021-07-22,INSTALACION (APR-03115),ACTIVO,OK,OK,,1.0
71232,C665652,ILUMINACION DE ANILLO,MEADALBOMU05,2017-11-08,ILUMINACION DE ANILLO (C665652),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71232,C692321,ILUMINACION DE ANILLO,MEADALBOMU06,2018-02-08,ILUMINACION DE ANILLO (C692321),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71232,C709353,ILUMINACION DE ANILLO,MEADALBOMU07,2018-04-12,ILUMINACION DE ANILLO (C709353),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71232,C711680,ILUMINACION DE ANILLO,MEADALBOMU09,2018-04-26,ILUMINACION DE ANILLO (C711680),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71232,C711685,ILUMINACION DE ANILLO,MEADALBOMU10,2018-04-26,ILUMINACION DE ANILLO (C711685),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71232,C711705,ILUMINACION DE ANILLO,MEADALBOMU12,2018-04-26,ILUMINACION DE ANILLO (C711705),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71232,C711782,ILUMINACION DE ANILLO,MEADALBOMU14,2018-04-27,ILUMINACION DE ANILLO (C711782),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71232,C715018,ILUMINACION DE ANILLO,MEADALBOMU15,2018-06-22,ILUMINACION DE ANILLO (C715018),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
