n_acceso,cambio,actividad,anillo,fecha,historial_actividades,estado_ciclo,observacion_caso_atipico,estado_validacion,detalle_inconsistencia,conteo_duplicados
0,C413188,RETIRO,SDMBS02,2015-04-22,RETIRO (C413188),CANCELADO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,estado_CANCELADO,1.0
0,C415341,ADICION,HUACALBOCO34,2015-04-23,ADICION (C415341),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
0,C413106,DESPROGRAMACION,HUAAU05,2015-04-27,DESPROGRAMACION (C413106),CANCELADO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,estado_CANCELADO,1.0
0,C418916,ADICION,MEACBLBOSZ02,2015-04-27,ADICION (C418916),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
0,C419694,ADICION,HUASZ01,2015-04-30,ADICION (C419694),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
0,C420733,RETIRO,HUASH03,2015-05-04,ADICION (C371768) → RETIRO (C420733),CANCELADO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,estado_CANCELADO | historial_con_caracteres_extraños,1.0
0,C422859,ADICION,MEACBLBOCU03,2015-05-07,INSTALACION (C422859) → ADICION (C475414) → ADICION (C475422) → CAMBIO SUSCRIPTOR (C514003) → INSTALACION (OC-976211) → ADICION (OC-976212),ACTIVO,OK,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
0,C423788,ADICION,SDMNO04,2015-05-11,ADICION (C423788),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
0,C424655,ADICION,HUACO16,2015-05-14,ADICION (350031) → RETIRO (356031) → ADICION (C367630) → TRASLADO INTERNO (C370383) → ADICION (C415865) → ADICION (C424655),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
0,C425248,ADICION,MEACALCMSC02,2015-05-15,ADICION (C425248),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
0,C426311,ADICION,MEACCO07,2015-05-15,ADICION (C426311),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
0,C422473,DESPROGRAMACION,HUACALBOCE29,2015-05-19,DESPROGRAMACION (C422473),CANCELADO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,estado_CANCELADO,1.0
0,C425386,ADICION,HUACALBOAU08,2015-05-19,ADICION (C425386),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
0,C426117,ADICION,HUACALBOPA09,2015-05-19,DESPROGRAMACION (C362388) → ADICION (C402079) → ADICION (C414184) → ADICION (C414210) → ADICION (C426117),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
0,C421956,DESPROGRAMACION,MEACAC01,2015-05-26,DESPROGRAMACION (C421956),CANCELADO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,estado_CANCELADO,1.0
0,C425782,ADICION,MEACCU01,2015-05-27,ADICION (C425782),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
0,C428634,ILUMINACION DE ANILLO,MEACALCMAU15,2015-05-27,ILUMINACION DE ANILLO (C428634),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
0,C428830,ADICION,HUACALBOSH05,2015-05-27,ADICION (C428830),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
0,C413966,DESPROGRAMACION,HUACALBOCU13,2015-05-29,DESPROGRAMACION (C371461) → DESPROGRAMACION (C413966),CANCELADO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,estado_CANCELADO | historial_con_caracteres_extraños,1.0
0,C415342,AMPLIACION,MEASF01,2015-05-29,AMPLIACION (C415342),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
0,428701,ILUMINACION DE ANILLO,MEACALCMRI10,2015-06-01,ILUMINACION DE ANILLO (428701),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
0,C428076,AMPLIACION,MEACBCCJPV06,2015-06-01,AMPLIACION (C428076),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
0,C426877,DESPROGRAMACION,HUACALBOTE21,2015-06-12,ADICION (C422949) → DESPROGRAMACION (C426877),CANCELADO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,estado_CANCELADO | historial_con_caracteres_extraños,1.0
0,C443862,AMPLIACION,N/A-FIBRA OSCURA,2015-07-21,AMPLIACION (C443862),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
0,C441199,RETIRO,MEACBLBOZF03,2015-07-27,RETIRO (C441199),CANCELADO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,estado_CANCELADO,1.0
0,C442901,DESPROGRAMACION,HUACALBOBS04,2015-07-27,DESPROGRAMACION (C442901),CANCELADO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,estado_CANCELADO,1.0
0,C440955,ADICION,HUACALBONO18,2015-07-29,ADICION (C440955),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
0,C446207,DISMINUCION,MEACBLBOZF02,2015-07-31,DISMINUCION (C424370) → DISMINUCION (C446207),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
0,C444687,ADICION,HUACALBOAC12,2015-08-04,AMPLIACION (368190) → ADICION (C444687),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
0,C443947,ADICION,HUATO02,2015-08-05,ADICION (C443947),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
0,C445831,MIGRACION,MPBBBLBORI01,2015-08-14,MIGRACION (C445831),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
0,C446975,AMPLIACION,MEACBLBOYO02,2015-08-14,ADICION (C410629) → INSTALACION (C446975) → AMPLIACION (C477317) → TRASLADO INTERNO (C513277) → AMPLIACION (C504478) → AMPLIACION (C513310) → AMPLIACION (C519709) → AMPLIACION (C518190) → AMPLIACION (OC-1362433),ACTIVO,OK,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
0,C451057,ADICION,HUANO09,2015-08-18,DESPROGRAMACION (C430598) → ADICION (C451057),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
0,C446960,ADICION,HUACALBOTO09,2015-08-19,ADICION (346348) → ADICION (C446960),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
0,C451818,ADICION,HUACALBOCE25,2015-08-20,DESPROGRAMACION (C426341) → ADICION (C451818),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
0,413332,ILUMINACION DE ANILLO,MPBBBLBOCE08,2015-08-24,ILUMINACION DE ANILLO (413332),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
0,C447977,ILUMINACION DE ANILLO,MEACALCMCO23,2015-09-10,ILUMINACION DE ANILLO (C447977),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
0,C451134,ILUMINACION DE ANILLO,MEACALCMSH10,2015-09-10,ILUMINACION DE ANILLO (C451134),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
0,C451144,ILUMINACION DE ANILLO,MEACALCMSH11,2015-09-10,ILUMINACION DE ANILLO (C451144),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
0,C456602,RETIRO,HUACALBOCH16,2015-09-11,RETIRO (C456602),CANCELADO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,estado_CANCELADO,1.0
0,C458057,AMPLIACION,HUACALBOSJ08,2015-09-11,AMPLIACION (C458057),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
0,C455516,ADICION,HUACALAVCO01,2015-09-16,ADICION (C455516),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,duplicado_2.0_veces,2.0
0,C455966,ADICION,HUAAC08,2015-09-16,ADICION (C455966),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
0,C458355,RETIRO,HUACALBOMU11,2015-09-16,RETIRO (C458355),CANCELADO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,estado_CANCELADO,1.0
0,C458372,ADICION,HUACALBOMU05,2015-09-16,ADICION (C458372),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
0,C458021,DESPROGRAMACION,HUACALCMSU01,2015-09-24,AMPLIACION (347917) → ADICION (349051) → RETIRO (371112) → RETIRO (371134) → ADICION (C422041) → DESPROGRAMACION (C458021),CANCELADO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,estado_CANCELADO | historial_con_caracteres_extraños,1.0
0,C454638,ADICION,MEACBLBOLU01,2015-09-25,ADICION (C454638),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
0,C454521,ADICION,MEABS05,2015-09-29,ADICION (C454521),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
0,C456137,ILUMINACION DE ANILLO,MEACACCMCH10,2015-10-01,ILUMINACION DE ANILLO (C456137),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
0,C456160,ILUMINACION DE ANILLO,MEACALCMNI07,2015-10-01,ILUMINACION DE ANILLO (C456160),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
0,C456178,ILUMINACION DE ANILLO,MEACALCMSH13,2015-10-01,ILUMINACION DE ANILLO (C456178),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
0,C456246,ILUMINACION DE ANILLO,MEACALCMTO24,2015-10-01,ILUMINACION DE ANILLO (C456246),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
0,C456290,ILUMINACION DE ANILLO,MEACACCMSP02,2015-10-02,ILUMINACION DE ANILLO (C456290),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
0,C456263,ILUMINACION DE ANILLO,MEACALCMTO25,2015-10-13,ILUMINACION DE ANILLO (C456263),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
0,C454562,AMPLIACION,MEACBLBOCR01,2015-10-15,INSTALACION (C454562) → AMPLIACION (C594496),ACTIVO,OK,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
0,C454667,ADICION,MEACBLBOTO01,2015-10-15,ADICION (C454667),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
0,C462895,ILUMINACION DE ANILLO,MEACACCMCJ02,2015-10-17,ILUMINACION DE ANILLO (C462895),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
0,C456277,ILUMINACION DE ANILLO,MEACALCMBA11,2015-10-24,ILUMINACION DE ANILLO (C456277) → ILUMINACION DE ANILLO (C456277),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
0,C473054,ILUMINACION DE ANILLO,MECACALBOTE09,2015-11-05,ILUMINACION DE ANILLO (C473054),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
0,C468242,AMPLIACION,MEACBLBOSC04,2015-11-11,AMPLIACION (C468242),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
0,C468243,INSTALACION,MEACBLBOKE01,2015-11-11,INSTALACION (C468243),ACTIVO,OK,OK,,1.0
0,C473561,ILUMINACION DE ANILLO,MECACBLBORI01,2015-11-26,ILUMINACION DE ANILLO (C473561),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
0,C478644,RETIRO,HUACALBOTO02,2015-11-26,RETIRO (C478644),CANCELADO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,estado_CANCELADO,1.0
0,C477215,AMPLIACION,MEACBLBOBC02,2015-11-27,AMPLIACION (C477215),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
0,C477227,AMPLIACION,MEACBLBOBA04,2015-11-28,AMPLIACION (C477227),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
0,470316,RETIRO,MEACALBOSC03,2015-11-30,RETIRO (470316),CANCELADO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,estado_CANCELADO,1.0
0,C473258,DESPROGRAMACION,HUACALBOTO11,2015-11-30,ADICION (358045) → ADICION (358070) → ADICION (C385909) → ADICION (C411035) → DESPROGRAMACION (C473258),CANCELADO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,estado_CANCELADO | historial_con_caracteres_extraños,1.0
0,C474853,DESPROGRAMACION,HUACALBONO21,2015-12-01,DESPROGRAMACION (C474853),CANCELADO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,estado_CANCELADO,1.0
0,C477729,AMPLIACION,MEACBLBOSC08,2015-12-01,AMPLIACION (C477729),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
0,C433204,DESPROGRAMACION,HUACALBOAC13,2015-12-02,DESPROGRAMACION (C433204),CANCELADO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,estado_CANCELADO,1.0
0,C469585,ADICION,HUACALBOCE26,2015-12-02,ADICION (C469585),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
0,C474798,ILUMINACION DE ANILLO,MECACALFVRI01,2015-12-02,ILUMINACION DE ANILLO (C474798) → ILUMINACION DE ANILLO (C474798),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
0,C480221,ADICION,HUACALBOBS08,2015-12-02,ADICION (C480221),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
0,C470889,ADICION,HUACO11,2015-12-03,ADICION (C470889),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
0,C479817,ADICION,HUACE12,2015-12-03,ADICION (C458758) → ADICION (C479817) → ADICION (C479817),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
0,C481189,ADICION,MEACBLBORI01,2015-12-03,ADICION (C454512) → ADICION (C481189),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
0,C473832,RETIRO,MEACBLBOYO01,2015-12-04,RETIRO (C473832),CANCELADO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,estado_CANCELADO,1.0
0,C479186,AMPLIACION,MEACBLBOPA04,2015-12-04,RETIRO (C442902) → AMPLIACION (C479186),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
0,C473764,DESPROGRAMACION,HUACALBOCO35,2015-12-05,ADICION (C371260) → DESPROGRAMACION (C473764),CANCELADO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,estado_CANCELADO | historial_con_caracteres_extraños,1.0
0,C473328,DESPROGRAMACION,HUACALBOCO30,2015-12-09,DESPROGRAMACION (C473328),CANCELADO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,estado_CANCELADO,1.0
0,C482183,ADICION,HUACU09,2015-12-11,ADICION (C369223) → DESPROGRAMACION (C390494) → DESPROGRAMACION (C392196) → DESPROGRAMACION (C425909) → DESPROGRAMACION (C449903) → ADICION (C482183),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
0,C477608,DESPROGRAMACION,HUACO10,2015-12-14,DESPROGRAMACION (C477608),CANCELADO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,estado_CANCELADO,1.0
0,C480940,ADICION,HUACALBOTE19,2015-12-14,DESPROGRAMACION (360768) → RETIRO (C371975) → DESPROGRAMACION (C441812) → ADICION (C480940),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
0,C483527,ILUMINACION DE ANILLO,MEACALAVBA04,2015-12-17,ILUMINACION DE ANILLO (C483527),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
0,C482150,ADICION,HUACALBOTE15,2015-12-18,ADICION (C482150),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
0,C478952,AMPLIACION,MEACBLBOSJ01,2015-12-19,CAMBIO SUSCRIPTOR (C483862) → AMPLIACION (C478952),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
0,C484851,AMPLIACION,MEACTO08,2015-12-21,AMPLIACION (C484851),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
0,C484319,AMPLIACION,MEACBLBOAC03,2015-12-22,ADICION (C437440) → TRASLADO INTERNO (C456696) → AMPLIACION (C484319),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
0,C483132,AMPLIACION,MEAAU03,2015-12-30,AMPLIACION (C483132),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
0,C484578,DISMINUCION,MEACBLBOSC05_(MEACBLBOCA02_03),2015-12-30,AMPLIACION (C477755) → AMPLIACION (C485458) → DISMINUCION (C484578),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
0,C485788,DISMINUCION,HUACALBOCO21,2015-12-30,ADICION (C421842) → DESPROGRAMACION (C421842) → DISMINUCION (C485788),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
0,C478578,ADICION,HUASB04,2016-01-04,ADICION (C478593) → ADICION (C478578),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
0,442254,AMPLIACION,RED-NEXUS-NODO-DC_04,2016-01-05,AMPLIACION (442254),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,duplicado_7.0_veces,7.0
0,470325,RETIRO,HUACALBOYO03,2016-01-05,ADICION (C369296) → RETIRO (470325),CANCELADO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,estado_CANCELADO | historial_con_caracteres_extraños,1.0
0,C485412,AMPLIACION,MEACAC02,2016-01-05,AMPLIACION (C446482) → AMPLIACION (C446556) → AMPLIACION (C485412),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
0,C486668,ADICION,MEACBLBONO04,2016-01-05,ADICION (C486668),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
0,C483237,RETIRO,MEACBLBOCH02,2016-01-07,AMPLIACION (C458929) → RETIRO (C483237),CANCELADO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,estado_CANCELADO | historial_con_caracteres_extraños,1.0
0,C485866,ADICION,HUASB05,2016-01-07,ADICION (C446541) → ADICION (C485866),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
0,C487404,TRASLADO INTERNO,MEACBLBOCHIA02,2016-01-08,ADICION (364609) → DISMINUCION (364600) → TRASLADO INTERNO (C487404),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
0,C479485,DESPROGRAMACION,MEACZF04,2016-01-09,DESPROGRAMACION (C479485),CANCELADO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,estado_CANCELADO,1.0
0,C482184,ILUMINACION DE ANILLO,MEACALCMHO09,2016-01-09,ILUMINACION DE ANILLO (C482184),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
0,C485205,ADICION,HUACALCMCU01,2016-01-12,RETIRO (C371961) → ADICION (C485205),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
0,C484487,DESPROGRAMACION,MEACALCMNO04,2016-01-13,DESPROGRAMACION (C484487),CANCELADO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,estado_CANCELADO,1.0
0,C486847,DESPROGRAMACION,HUASA07,2016-01-15,ADICION (C423196) → DESPROGRAMACION (C486847),CANCELADO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,estado_CANCELADO | historial_con_caracteres_extraños,1.0
0,C477058,RETIRO,MEACALFVCE08,2016-01-25,RETIRO (C477058),CANCELADO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,estado_CANCELADO,1.0
0,311235,INSTALACION,SDMGAC01,2016-01-26,INSTALACION (311235),ACTIVO,OK,OK,,1.0
0,C476779,RETIRO,MEACALFVCE10,2016-01-26,RETIRO (C476742) → RETIRO (C476779),CANCELADO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,estado_CANCELADO | historial_con_caracteres_extraños,1.0
0,C476784,RETIRO,MEACALFVCE09,2016-01-26,RETIRO (C477007) → RETIRO (C477051) → RETIRO (C476784),CANCELADO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,estado_CANCELADO | historial_con_caracteres_extraños,1.0
0,493600,RETIRO,HUASA02,2016-02-01,RETIRO (493600),CANCELADO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,estado_CANCELADO,1.0
0,C483497,AMPLIACION,HUACALBOBA07,2016-02-05,AMPLIACION (C340604) → AMPLIACION (C483497),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
0,C495662,AMPLIACION,HUACU06,2016-02-10,AMPLIACION (C495662),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
0,C491379,ILUMINACION DE ANILLO,HUACALAVSC01,2016-02-15,ILUMINACION DE ANILLO (C491379),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
0,C498805,ADICION,MEACBLBOCO05,2016-02-15,AMPLIACION (C479621) → ADICION (C498805),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
0,C499623,ADICION,HUACALBOTE18,2016-02-22,ADICION (C499623),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
0,C500413,TRASLADO INTERNO,MEACBLBOSI02,2016-02-22,DISMINUCION (C446305) → TRASLADO INTERNO (C500413),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
0,C500490,ADICION,MEACBLBOKE03,2016-02-22,ADICION (C500490),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
0,C497435,ILUMINACION DE ANILLO,MEACALCMCO30,2016-02-24,ILUMINACION DE ANILLO (C497435),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
0,C498299,ADICION,HUACE09,2016-02-25,RETIRO (C304205) → DESPROGRAMACION (C416500) → ADICION (C498299),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
0,C486386,DESPROGRAMACION,HUACALBONI11,2016-02-26,DESPROGRAMACION (C450449) → RETIRO (C485804) → DESPROGRAMACION (C486386),CANCELADO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,estado_CANCELADO | historial_con_caracteres_extraños,1.0
0,C495400,ADICION,HUACALBONO25,2016-02-29,ADICION (C495400),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
0,C502480,ADICION,HUACALBOCH15,2016-02-29,DESPROGRAMACION (C477890) → ADICION (C502480),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
0,C498457,ADICION,HUACE16,2016-03-04,ADICION (C367783) → DESPROGRAMACION (C477101) → ADICION (C478528) → ADICION (C498457),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
0,466707,ILUMINACION DE ANILLO,MEACACCMZP08,2016-03-07,ILUMINACION DE ANILLO (466707),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
0,C454181,RETIRO,MEACALFVSA01,2016-03-07,RETIRO (C454181),CANCELADO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,estado_CANCELADO,1.0
0,466619,ILUMINACION DE ANILLO,MEACACCMZP04,2016-03-08,ILUMINACION DE ANILLO (466619),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
0,466666,ILUMINACION DE ANILLO,MEACACCMZP05,2016-03-08,ILUMINACION DE ANILLO (466666),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
0,466700,ILUMINACION DE ANILLO,MEACACCMZP07,2016-03-08,ILUMINACION DE ANILLO (466700),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
0,C454176,RETIRO,MEACALFVSU01,2016-03-08,RETIRO (C454176),CANCELADO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,estado_CANCELADO,1.0
0,C454210,RETIRO,MEACBLBOTI02,2016-03-08,AMPLIACION (C477753) → RETIRO (C454210),CANCELADO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,estado_CANCELADO | historial_con_caracteres_extraños,1.0
0,C454218,RETIRO,MEACBLBONI04,2016-03-08,ADICION (C392416) → AMPLIACION (C448264) → AMPLIACION (C448264) → DESPROGRAMACION (C448264) → ADICION (C481525) → RETIRO (C454353) → RETIRO (C454218),CANCELADO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,estado_CANCELADO | historial_con_caracteres_extraños,1.0
0,C454220,RETIRO,MEACALFVSB01,2016-03-08,RETIRO (C454215) → RETIRO (C454212) → RETIRO (C454220),CANCELADO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,estado_CANCELADO | historial_con_caracteres_extraños,1.0
0,C454281,RETIRO,MEACALFVTE09,2016-03-08,RETIRO (C454281),CANCELADO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,estado_CANCELADO,1.0
0,C498794,DESPROGRAMACION,HUAZF03,2016-03-10,ADICION (C421138) → DESPROGRAMACION (C421138) → DESPROGRAMACION (C498794),CANCELADO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,estado_CANCELADO | historial_con_caracteres_extraños,1.0
0,C505985,ADICION,HUACALBOFO11,2016-03-14,ADICION (C505985),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
0,C496851,DESPROGRAMACION,MEACANCACA01,2016-03-16,INSTALACION (C496851) → ADICION (C492030) → ADICION (C492060) → ADICION (C489577) → CAMBIO SUSCRIPTOR (C496851) → DESPROGRAMACION (OC-1582038) → DESPROGRAMACION (OC-1582036),CANCELADO,OK,INCONSISTENCIA,estado_CANCELADO | historial_con_caracteres_extraños,1.0
0,C500210,AMPLIACION,MECACALBONO14,2016-03-16,AMPLIACION (C500210),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
0,C454277,RETIRO,MEACALFVCH03,2016-03-17,RETIRO (C454277),CANCELADO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,estado_CANCELADO,1.0
0,C506634,RETIRO,HUACALBOCH17,2016-03-18,RETIRO (C430962) → RETIRO (C506634),CANCELADO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,estado_CANCELADO | historial_con_caracteres_extraños,1.0
0,C509667,ADICION,HUACALBOGU09,2016-03-18,ADICION (C509667),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
0,C472147,RETIRO,MECACALBOCE07,2016-03-19,RETIRO (C472147),CANCELADO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,estado_CANCELADO,1.0
0,C502526,ILUMINACION DE ANILLO,MEACALAVCR01,2016-03-22,ILUMINACION DE ANILLO (C502526),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
0,C509964,ADICION,HUARI05,2016-03-23,ADICION (C509964),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
0,C505936,ILUMINACION DE ANILLO,HUACALAVOL01,2016-03-28,ILUMINACION DE ANILLO (C505936),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
0,C511701,ADICION,HUACALBOCO39,2016-03-29,ADICION (C511701),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
0,C509952,RETIRO,HUAAC06,2016-04-01,RETIRO (C509952),CANCELADO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,estado_CANCELADO,1.0
